,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
673,RT @bylenasun: Analysis | Employers who don't offer paid sick leave are making flu season worse and hurting their own bottom line https://t…,FALSE,0,NA,2/14/2018 2:49,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Majda_Sarkic,15,TRUE,FALSE,NA,NA
674,"this guy i went to middle school and high school with just died. he had the flu, pneumonia, and was septic <ed><U+00A0><U+00BD><ed><U+00B8><U+00AA> i pray for his family <ed><U+00A0><U+00BE><ed><U+00B4><U+00A7><ed><U+00A0><U+00BD><ed><U+00B1><U+00BC><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>",FALSE,0,NA,2/14/2018 2:49,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ravenjanaya,0,FALSE,FALSE,NA,NA
675,Them flu shots killing folks on purpose bruh,FALSE,0,jesvcca,2/14/2018 2:49,FALSE,9.63606E+17,9.63606E+17,7.85607E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jesvcca,0,FALSE,FALSE,NA,NA
676,Why are people outside high-risk groups dying from the flu?,FALSE,0,NA,2/14/2018 2:49,FALSE,NA,9.63606E+17,NA,"<a href=""http://www.tohbu.co.jp/"" rel=""nofollow"">tigranflo4mazun</a>",tigranflo4mazun,0,FALSE,FALSE,NA,NA
677,"RT @Salud_CZ2: #HFO #Orellana - El @HPFOrellana, puso en marcha plan de contingencia para combatir la #Influenza, por tal razón, se realiza…",FALSE,0,NA,2/14/2018 2:49,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",HildaAl20257852,24,TRUE,FALSE,NA,NA
678,RT @MalineePompinit: Should I get a flu shot? Is it too late to get a flu shot? https://t.co/vTRoqWsB90,FALSE,0,NA,2/14/2018 2:49,FALSE,NA,9.63606E+17,NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>",JavellaTreasure,1,TRUE,FALSE,NA,NA
679,RT @northburlmed: @DocSchmadia Frustrating that parents with insurance have to pay out of pocket for Tamiflu for their child with influenza…,FALSE,0,NA,2/14/2018 2:48,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",towjoe,1,TRUE,FALSE,NA,NA
680,RT @kxyonn: If jobs would pay people to stay home when they’re sick and schools get rid of their ridiculously strict attendance policies...…,FALSE,0,NA,2/14/2018 2:48,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ItsLvkas,76237,TRUE,FALSE,NA,NA
681,"my daughter is sick cause the flu smh gotta get off, she is more important",FALSE,0,NA,2/14/2018 2:48,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",DeityOfSins,0,FALSE,FALSE,NA,NA
682,RT @TheYoungTurks: Teacher Dies From Flu Because Medicine Was Too Expensive: https://t.co/mH5Hf8ZkaW via @YouTube,FALSE,0,NA,2/14/2018 2:48,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DorisLassak,14,TRUE,FALSE,NA,NA
683,New Pill Kills the Flu Virus in 24 Hours https://t.co/ssletZZwkg via @Futurism,FALSE,0,NA,2/14/2018 2:48,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Marine1JPN,0,FALSE,FALSE,NA,NA
684,"RT @Psolemn: <U+0E21><U+0E32><U+0E14><U+0E39><U+0E04><U+0E33><U+0E28><U+0E31><U+0E1E><U+0E17><U+0E4C> ‘disease’ <U+0E15><U+0E48><U+0E32><U+0E07><U+0E46><U+0E01><U+0E31><U+0E19><U+0E04><U+0E23><U+0E31><U+0E1A>

symptom <U+0E2D><U+0E32><U+0E01><U+0E32><U+0E23>
diabetes <U+0E40><U+0E1A><U+0E32><U+0E2B><U+0E27><U+0E32><U+0E19>
dengue fever <U+0E44><U+0E02><U+0E49><U+0E40><U+0E25><U+0E37><U+0E2D><U+0E14><U+0E2D><U+0E2D><U+0E01>
heart attack/strokes <U+0E42><U+0E23><U+0E04><U+0E2B><U+0E31><U+0E27><U+0E43><U+0E08>
emph…",FALSE,0,NA,2/14/2018 2:48,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",pla_kes,792,TRUE,FALSE,NA,NA
685,"RT @nasmaraj: y’all remember when america was scared of ebola and only 2 americans died from it? well the flu is currently killing 4,000 am…",FALSE,0,NA,2/14/2018 2:48,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MoneyPowerGlo__,40583,TRUE,FALSE,NA,NA
686,I found the cure for flu! https://t.co/W7hNXJ5ahq,FALSE,0,NA,2/14/2018 2:48,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Stryxus,0,FALSE,FALSE,NA,NA
687,RT @SoReIatable: If jobs would pay people to stay home when they’re sick and schools get rid of their ridiculously strict attendance polici…,FALSE,0,NA,2/14/2018 2:48,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",razaaa97,218,TRUE,FALSE,NA,NA
688,RT @LizSzabo: Study shows youngest kids most at risk of flu death https://t.co/elRraBMotB,FALSE,0,NA,2/14/2018 2:48,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CCInquisitivist,6,TRUE,FALSE,NA,NA
689,"RT @Psolemn: <U+0E21><U+0E32><U+0E14><U+0E39><U+0E04><U+0E33><U+0E28><U+0E31><U+0E1E><U+0E17><U+0E4C> ‘disease’ <U+0E15><U+0E48><U+0E32><U+0E07><U+0E46><U+0E01><U+0E31><U+0E19><U+0E04><U+0E23><U+0E31><U+0E1A>

symptom <U+0E2D><U+0E32><U+0E01><U+0E32><U+0E23>
diabetes <U+0E40><U+0E1A><U+0E32><U+0E2B><U+0E27><U+0E32><U+0E19>
dengue fever <U+0E44><U+0E02><U+0E49><U+0E40><U+0E25><U+0E37><U+0E2D><U+0E14><U+0E2D><U+0E2D><U+0E01>
heart attack/strokes <U+0E42><U+0E23><U+0E04><U+0E2B><U+0E31><U+0E27><U+0E43><U+0E08>
emph…",FALSE,0,NA,2/14/2018 2:48,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",hyunavevee,792,TRUE,FALSE,NA,NA
690,"@BatmansBookcase @VincentAbnett @Demonpuppy @AndrewDalhouse Thanks, crossing my fingers it’s not the flu. The docto… https://t.co/JFv69K4yY7",FALSE,1,BatmansBookcase,2/14/2018 2:48,TRUE,9.63604E+17,9.63606E+17,9.38987E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DCNewAge,0,FALSE,FALSE,NA,NA
691,Councilman Madrigal reminded everyone to be safe during flu season. He said he’s wearing a purple tie in honor of G… https://t.co/vAAtYbSeOL,FALSE,2,NA,2/14/2018 2:48,TRUE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Leung__Wendy,0,FALSE,FALSE,NA,NA
692,"RT @RonaldKlain: My new column for @washingtonpost: Trump, the current flu epidemic, and the future threat of a flu pandemic.  Here's what…",FALSE,0,NA,2/14/2018 2:48,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",cloudwanderer3,49,TRUE,FALSE,NA,NA
693,Yalllll this flu is no joke. Never in my life have I felt this awful,FALSE,0,NA,2/14/2018 2:48,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jordantreecexo,0,FALSE,FALSE,NA,NA
694,"RT @Salud_CZ6: Cerramos este feriado informando en diferentes puntos de Azuay, Cañar y Morona Santiago las medidas de prevención de la #Inf…",FALSE,0,NA,2/14/2018 2:48,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",PaulMoralesAlv1,24,TRUE,FALSE,NA,NA
695,RT @crvgjana: mano é incrível q em dois jogos da libertadores o vasco nao conseguiu colocar 20 mil em sj e olha que são os jogos mais impor…,FALSE,0,NA,2/14/2018 2:48,FALSE,NA,9.63606E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",alexianevxs,5,TRUE,FALSE,NA,NA
696,"RT @picardonhealth: #Influenza taking heavy toll on children in Canada, by @kellygrant1 via @globeandmail #flushot  https://t.co/zwnq54RJS1",FALSE,0,NA,2/14/2018 2:48,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",maureentaylor31,4,TRUE,FALSE,NA,NA
697,the flu https://t.co/vOJy8FZgzI,FALSE,7,NA,2/14/2018 2:48,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",nicpomeroy13,0,FALSE,FALSE,NA,NA
698,"RT @RonaldKlain: My latest for @washinpost:  fighting the current flu epidemic, and a scary future pandemic.  https://t.co/i23IQUgGk5.   Wi…",FALSE,0,NA,2/14/2018 2:48,FALSE,NA,9.63606E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",AmelbilSaunders,31,TRUE,FALSE,NA,NA
699,RT @txrxxbxxncx: okay so which branch of the US government made the super flu?,FALSE,0,NA,2/14/2018 2:48,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AuntieEva7,4,TRUE,FALSE,NA,NA
700,Hey @jonfavs @jonlovett @danpfeiffer @TVietor08 do you think Democrats should campaign on incentivizing/legislating… https://t.co/QwKNEcvdXo,FALSE,0,NA,2/14/2018 2:48,TRUE,NA,9.63606E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",AndersonBrianL,0,FALSE,FALSE,NA,NA
701,Also fuck the flu :(,FALSE,0,NA,2/14/2018 2:48,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",noorhares,0,FALSE,FALSE,NA,NA
702,"RT @RobertMaguire_: During an ebola outbreak that killed 0 Americans, Trump proposed shutting down all air travel from effected countries.…",FALSE,0,NA,2/14/2018 2:48,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LauraLeaWatson1,355,TRUE,FALSE,NA,NA
703,RT @lastdayofjune: ppl really out here using public facilities &amp; not washing their hands....in the middle of a flu epidemic https://t.co/ER…,FALSE,0,NA,2/14/2018 2:48,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_RonniKay,552,TRUE,FALSE,NA,NA
704,"My brother really has the flu, I’m glad I’m not at home to be around him",FALSE,0,NA,2/14/2018 2:48,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",youknowimsaucy,0,FALSE,FALSE,NA,NA
705,RT @GottaBernNow: Teacher Dies from Flu Because She Couldn’t Afford Her $116 Copay https://t.co/vTYryqaeJn,FALSE,0,NA,2/14/2018 2:48,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",blakiecarmen,7,TRUE,FALSE,NA,NA
706,RT @kxyonn: If jobs would pay people to stay home when they’re sick and schools get rid of their ridiculously strict attendance policies...…,FALSE,0,NA,2/14/2018 2:48,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Dawnn_13,76237,TRUE,FALSE,NA,NA
707,@zanyNSH_NYRgirl I wasn’t sure if I was having a flu hallucination or if we are really looking horrible,FALSE,1,zanyNSH_NYRgirl,2/14/2018 2:48,FALSE,9.63605E+17,9.63606E+17,36103879,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",ElizabethNoll,0,FALSE,FALSE,NA,NA
708,"RT @picardonhealth: #Influenza taking heavy toll on children in Canada, by @kellygrant1 via @globeandmail #flushot  https://t.co/zwnq54RJS1",FALSE,0,NA,2/14/2018 2:48,FALSE,NA,9.63606E+17,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>",MAKrahn,4,TRUE,FALSE,NA,NA
709,i have the flu again my temperature is 101 but a mf be shivering,FALSE,0,NA,2/14/2018 2:48,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",WlLDER,0,FALSE,FALSE,NA,NA
710,Love how both of my jobs are being so understanding and patient with the fact I have the flu!<ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B2><U+0097>,FALSE,0,NA,2/14/2018 2:48,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",TayCove4,0,FALSE,FALSE,NA,NA
711,"So when I went to Safeway to get my flu medication this morning, the workers were getting rid of the Valentine’s Da… https://t.co/2OvuCQTf2b",FALSE,0,NA,2/14/2018 2:48,TRUE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",emilyritchlin,0,FALSE,FALSE,NA,NA
712,And just so everyone knows....I didn't get the flu after sitting in a waiting room with 11 people with the flu on F… https://t.co/8iQmChQaek,FALSE,0,NA,2/14/2018 2:48,TRUE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CALL_ME_NEMESIS,0,FALSE,FALSE,NA,NA
713,"Full of errors on Fiji, Samoa and Tonga, and failed to mention the extreme details of influenza in Samoa: gives gre… https://t.co/l0JOnimzi4",FALSE,0,NA,2/14/2018 2:48,TRUE,NA,9.63606E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MichaelFieldNZ,0,FALSE,FALSE,NA,NA
714,RT @buzzman888: @RealJamesWoods Yeah.........................Kinda like the FLU after it's Gone James! <ed><U+00A0><U+00BE><ed><U+00B4><U+00A6><U+200D><U+2642><U+FE0F><ed><U+00A0><U+00BE><ed><U+00B4><U+00A6><U+200D><U+2642><U+FE0F><ed><U+00A0><U+00BE><ed><U+00B4><U+00A6><U+200D><U+2642><U+FE0F>@RealJamesWoods,FALSE,0,NA,2/14/2018 2:48,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Debrah38249436,2,TRUE,FALSE,NA,NA
715,"RT @mcnees: Looks like this horribly dangerous flu season has prompted the White House to…
*squints at budget*
… propose a 33% cut to CDC f…",FALSE,0,NA,2/14/2018 2:48,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ArmineYalnizyan,760,TRUE,FALSE,NA,NA
716,RT @kxyonn: If jobs would pay people to stay home when they’re sick and schools get rid of their ridiculously strict attendance policies...…,FALSE,0,NA,2/14/2018 2:48,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Gstacksss__,76237,TRUE,FALSE,NA,NA
717,I feel disgusting lol. I can’t handle this cold/flu anymore <ed><U+00A0><U+00BD><ed><U+00B8><U+00B7><ed><U+00A0><U+00BD><ed><U+00B8><U+00B7><ed><U+00A0><U+00BD><ed><U+00B8><U+00B7>,FALSE,0,NA,2/14/2018 2:48,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",oliviamatt01,0,FALSE,FALSE,NA,NA
718,Going to be a long week!! All my babies are gone except Lincoln!! #influenza #family,FALSE,2,NA,2/14/2018 2:48,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tobefrankorso,0,FALSE,FALSE,NA,NA
719,Damn I keep seeing all these California couples going on beautiful dates to the beach n shit in the middle of winte… https://t.co/XMpbmMHtAT,FALSE,1,NA,2/14/2018 2:48,TRUE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",gomelonasai,0,FALSE,FALSE,NA,NA
720,@realDonaldTrump It's time to put these insurance and pharmaceutical companies out of business. We need universal h… https://t.co/2aIGpwOGVS,FALSE,0,realDonaldTrump,2/14/2018 2:48,TRUE,NA,9.63606E+17,25073877,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LakenyaMonfort,0,FALSE,FALSE,NA,NA
721,It’s shit going around Sal’s apartment and the flu ain’t the only thing.,FALSE,0,NA,2/14/2018 2:48,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",zariabrown__,0,FALSE,FALSE,NA,NA
722,RT @thehill: Trump proposes slashing CDC funding by $1 billion during historic flu season https://t.co/7k0WBJRfGG https://t.co/ioYSBDGAXo,FALSE,0,NA,2/14/2018 2:47,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",kansasfemale,2255,TRUE,FALSE,NA,NA
723,@hippxe Make sure u do. I do not wish this flu on anyone,FALSE,0,hippxe,2/14/2018 2:47,FALSE,9.63605E+17,9.63606E+17,285652990,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Coolie_Doll,0,FALSE,FALSE,NA,NA
724,I can’t even breathe properly can this flu end me already,FALSE,7,NA,2/14/2018 2:47,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",antarkika,0,FALSE,FALSE,NA,NA
725,"@SJConsulting_CA A5.  @ChickenFarmers  Eating healthy, washing hands to avoid flu.  Eat lots of protein, chicken and eggs are our staples.",FALSE,0,SJConsulting_CA,2/14/2018 2:47,FALSE,9.63604E+17,9.63606E+17,1120379305,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",kanatamom,0,FALSE,FALSE,NA,NA
726,"RT @pghDSA: Flu season reminder that Pittsburgh passed a paid sick days ordinance and Church Brew Works, Modern Cafe, Storms Restaurant &amp; C…",FALSE,0,NA,2/14/2018 2:47,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",kvngrmn,51,TRUE,FALSE,NA,NA
727,"Practically hugged the door and yelled ""What the fuck is wrong with you, the flu is out here"". You know that lady o… https://t.co/picAZSxbK6",FALSE,0,bobenarena,2/14/2018 2:47,TRUE,9.63606E+17,9.63606E+17,3523813696,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",bobenarena,0,FALSE,FALSE,NA,NA
728,@GYFHAS @globeandmail I have my two-year-old son's coroner's report downstairs. He was perfectly healthy with no ot… https://t.co/ofql9KvLy3,FALSE,1,GYFHAS,2/14/2018 2:47,TRUE,9.63605E+17,9.63606E+17,2444382308,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jillpromoli,0,FALSE,FALSE,NA,NA
729,"RT @picardonhealth: #Influenza taking heavy toll on children in Canada, by @kellygrant1 via @globeandmail #flushot  https://t.co/zwnq54RJS1",FALSE,0,NA,2/14/2018 2:47,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ArmineYalnizyan,4,TRUE,FALSE,NA,NA
730,"Tomrrow is Valentine’s Day and while everyone will be waking up to cute text messages and gifts , I’ll be waking up… https://t.co/itxmtPrcz2",FALSE,0,NA,2/14/2018 2:47,TRUE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LatiaGraham5,0,FALSE,FALSE,NA,NA
731,"RT @vittoriozucconi: Giornata dura, capisco, per i miei giggini molto scaruffati e nervosi per la #rimborsopoli, ma niente paura. L'infatua…",FALSE,0,NA,2/14/2018 2:47,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",andocoiocoio,43,TRUE,FALSE,NA,NA
732,"RT @GuerreirotriFFC: ""O atlético mineiro está sem técnico,e o Presidente do clube citou o seu nome,e do Cuca para possivelmente assumir o c…",FALSE,0,NA,2/14/2018 2:47,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Mlkliso_,54,TRUE,FALSE,NA,NA
733,"RT @WSWS_Updates: Texas woman, 38, falls victim to US flu epidemic and exorbitant drug costs - World Socialist Web Site https://t.co/gmh18f…",FALSE,0,NA,2/14/2018 2:47,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",CaroMercedes40,11,TRUE,FALSE,NA,NA
734,i just made myself some soup and now i instantly regret it. i’m having flu flashbacks. wHyyyy,FALSE,0,NA,2/14/2018 2:47,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1967ashh,0,FALSE,FALSE,NA,NA
735,@DylanDreyerNBC @nbc @NBCOlympics Glad to see you posting again!!! Hope you are recovered from the flu Dylan!!!,FALSE,0,DylanDreyerNBC,2/14/2018 2:47,FALSE,9.63553E+17,9.63606E+17,28097850,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",jlpoole1,0,FALSE,FALSE,NA,NA
736,RT @kxyonn: If jobs would pay people to stay home when they’re sick and schools get rid of their ridiculously strict attendance policies...…,FALSE,0,NA,2/14/2018 2:47,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Blimmmer,76237,TRUE,FALSE,NA,NA
737,RT @kxyonn: If jobs would pay people to stay home when they’re sick and schools get rid of their ridiculously strict attendance policies...…,FALSE,0,NA,2/14/2018 2:47,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",gayatriiii,76237,TRUE,FALSE,NA,NA
738,"RT @mcnees: Looks like this horribly dangerous flu season has prompted the White House to…
*squints at budget*
… propose a 33% cut to CDC f…",FALSE,0,NA,2/14/2018 2:47,FALSE,NA,9.63606E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",ebac95303c29451,760,TRUE,FALSE,NA,NA
739,"RT @codypoole25: Pray for my son, Oakley. He’s being taken via ambulance and admitted into Children’s Hospital for a bad case of the flu. N…",FALSE,0,NA,2/14/2018 2:47,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",dianehake,554,TRUE,FALSE,NA,NA
740,RT @frankmassimino: @DEEplorableinWV @stand4honor @ladydiblu1 @basedinfidel8 @Maximumspeed28 @LynwoodTalks @cjdtwit @Whamo20 @Patriot4sure…,FALSE,0,NA,2/14/2018 2:47,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kathacre,2,TRUE,FALSE,NA,NA
741,"My friend Jessica’s brother, who was healthy just last week, has died of the #flu at 51 years old. <U+2639><U+FE0F> #FluEpidemic… https://t.co/pov34jOy6v",FALSE,0,NA,2/14/2018 2:47,TRUE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",meggy_head,0,FALSE,FALSE,NA,NA
742,"RT @codypoole25: Pray for my son, Oakley. He’s being taken via ambulance and admitted into Children’s Hospital for a bad case of the flu. N…",FALSE,0,NA,2/14/2018 2:47,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DavidVenner,554,TRUE,FALSE,NA,NA
743,Why are people outside high-risk groups dying from the flu? https://t.co/84pnvHjk5d,FALSE,0,NA,2/14/2018 2:47,FALSE,NA,9.63606E+17,NA,"<a href=""http://www.k-lease.co.jp/"" rel=""nofollow"">sokashindozoku</a>",sokashindozoku,0,FALSE,FALSE,NA,NA
744,"RT @Psolemn: <U+0E21><U+0E32><U+0E14><U+0E39><U+0E04><U+0E33><U+0E28><U+0E31><U+0E1E><U+0E17><U+0E4C> ‘disease’ <U+0E15><U+0E48><U+0E32><U+0E07><U+0E46><U+0E01><U+0E31><U+0E19><U+0E04><U+0E23><U+0E31><U+0E1A>

symptom <U+0E2D><U+0E32><U+0E01><U+0E32><U+0E23>
diabetes <U+0E40><U+0E1A><U+0E32><U+0E2B><U+0E27><U+0E32><U+0E19>
dengue fever <U+0E44><U+0E02><U+0E49><U+0E40><U+0E25><U+0E37><U+0E2D><U+0E14><U+0E2D><U+0E2D><U+0E01>
heart attack/strokes <U+0E42><U+0E23><U+0E04><U+0E2B><U+0E31><U+0E27><U+0E43><U+0E08>
emph…",FALSE,0,NA,2/14/2018 2:47,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",nungotosky,792,TRUE,FALSE,NA,NA
745,RT @kxyonn: If jobs would pay people to stay home when they’re sick and schools get rid of their ridiculously strict attendance policies...…,FALSE,0,NA,2/14/2018 2:47,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Dan_Pavlik,76237,TRUE,FALSE,NA,NA
746,RT @TheYoungTurks: Teacher Dies From Flu Because Medicine Was Too Expensive: https://t.co/mH5Hf8ZkaW via @YouTube,FALSE,0,NA,2/14/2018 2:47,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Anjuli_xoXi,14,TRUE,FALSE,NA,NA
747,"RT @RobWritesPulp: BTW, as I start to work on this 1918 Pandemic series I'm doing so in a city that's closed all primary schools to contain…",FALSE,0,NA,2/14/2018 2:47,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Danielleri,2,TRUE,FALSE,NA,NA
748,Fuck this flu honestly <U+203C><U+FE0F>,FALSE,0,NA,2/14/2018 2:47,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",elwame,0,FALSE,FALSE,NA,NA
749,"RT @BOKHOOTOS: I'm seeing a worrying number of cosplayers posting about continuing their con crunch while being sick.
Please rest.
This yea…",FALSE,0,NA,2/14/2018 2:47,FALSE,NA,9.63606E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PrinceZale18,319,TRUE,FALSE,NA,NA
